Record Type	CDS Code
School	07616716003677
School	07100740129528
School	07100740107342
School	07616977083033
School	07616976003701
School	07616976970669
School	07617056118160
School	07617056115109
School	07617056003719
School	07617050130971
School	07617050133769
School	07617050117275
School	07617136003727
School	07617136133110
School	07617136955546
School	07617136003735
School	07617136003743
School	07617136003750
School	07617136003768
School	07617136998199
School	07617136003776
School	07617136003784
School	07617136003792
School	07617136203855
School	07617136972491
School	07617136977953
School	07617136003800
School	07617136003818
School	07617130130906
School	07617396003826
School	07617396003834
School	07617396003842
School	07617396003859
School	07617396003867
School	07617396003875
School	07617396003883
School	07617396972418
School	07617396145270
School	07617396969919
School	07617396003891
School	07617476003909
School	07617476003917
School	07617476003925
School	07617476003933
School	07617476914808
School	07617476972343
School	07617546003941
School	07617546003958
School	07617546003966
School	07617546989867
School	07617546003974
School	07617546910491
School	07617546003982
School	07617546066575
School	07617546967624
School	07617546003990
School	07617546069041
School	07617546004006
School	07617546004014
School	07617547103443
School	07617546158992
School	07617540106088
School	07617546118087
School	07617546134191
School	07617546004048
School	07617546004055
School	07617547072796
School	07617546112395
School	07617546004097
School	07617546004105
School	07617546004113
School	07617546004121
School	07617540135822
School	07617546135610
School	07617546135628
School	07617546933436
School	07617546004139
School	07617546004154
School	07617546004162
School	07617546004170
School	07617546004188
School	07617546998165
School	07617547099229
School	07617546004204
School	07617546004212
School	07617546004246
School	07617546967673
School	07617546096226
School	07617546967681
School	07617546202907
School	07617546967657
School	07617546004279
School	07617546135644
School	07617546004253
School	07617546004022
School	07617546004295
School	07617546004303
School	07617546130413
School	07617546004311
School	07617546004329
School	07617546977961
School	07617546995658
School	07617546071401
School	07617546004337
School	07617546004345
School	07617546004360
School	07617540133249
School	07617546004378
School	07617546004386
School	07617546204168
School	07617546068688
School	07617547092109
School	07617546004394
School	07617546004402
School	07617546987242
School	07617546004410
School	07617620129064
School	07617626141626
School	07617626119226
School	07617627090541
School	07617626096234
School	07617620110684
School	07617626110803
School	07617626130355
School	07617626108765
School	07617626004428
School	07617626004436
School	07617620138859
School	07617626133318
School	07617626110811
School	07617706004444
School	07617706004451
School	07617706004469
School	07617706004485
School	07617706004477
School	07617706004493
School	07617706004501
School	07617706066583
School	07617886004519
School	07617886117212
School	07617886098578
School	07617886004527
School	07617886004535
School	07617886155485
School	07617886142004
School	07617886004543
School	07617886004550
School	07617880116863
School	07617886004568
School	07617880118406
School	07617886965933
School	07617886109383
School	07617886114003
School	07617886004576
School	07618046005060
School	07618040132902
School	07618046100952
School	07618046005086
School	07618046117485
School	07618040119032
School	07618047090582
School	07618046108161
School	07618046005094
School	07618046096036
School	07618046155394
School	07618046148654
School	07618047003668
School	07618040102566
School	07618046005102
School	07618040113589
School	07618046071005
School	07618046005128
School	07618046131270
School	07618046097158
School	07618046066591
School	07618040109173
School	07618046005136
School	07618046906689
School	07618046972459
School	07618046110449
School	07618046114326
School	07618046089130
School	07618046005151
School	07618046071039
School	07618126134506
School	07618126005169
School	07618127092414
School	07618126156822
School	07618126967632
School	07618126005177
School	07618127071624
School	07618126146211
School	07618126005185
School	07618126147334
School	07618126967665
School	07618126005193
School	07618126005201
School	07618126967616
School	07618126900294
School	07618126967707
School	07618120131714
School	07618126005219
School	07618126972517
School	07618126005227
School	07618126005235
School	07618126005243
School	07617966004584
School	07617960132118
School	07617966004592
School	07617966004600
School	07617966004618
School	07617966004626
School	07617966004634
School	07617966998157
School	07617966004642
School	07617966114094
School	07617966004659
School	07617966204341
School	07617966004667
School	07617966004675
School	07617966972319
School	07617966004683
School	07617966004691
School	07617967101173
School	07617966057210
School	07617966158463
School	07617966004709
School	07617966004717
School	07617966004725
School	07617966004733
School	07617966004758
School	07617966004766
School	07617966155634
School	07617966004774
School	07617966112015
School	07617966114086
School	07617966004782
School	07617966004741
School	07617966004790
School	07617966004808
School	07617966004816
School	07617966004824
School	07617966004832
School	07617966097141
School	07617966004840
School	07617966004915
School	07617966005342
School	07617966005276
School	07617966004857
School	07617966004865
School	07617967103161
School	07617966004873
School	07617966152144
School	07617966141352
School	07617966004881
School	07617966099717
School	07617966004899
School	07617967104938
School	07617966998322
School	07617966004907
School	07617966149975
School	07617967099013
School	07617966958987
School	07617966004923
School	07617960129643
School	07617960110973
School	07617966004931
School	07617967101348
School	07617966070999
School	07617966004949
School	07617966004956
School	07617966004964
School	07617966139620
School	07617966969927
School	07617966972442
School	07617966972467
School	07617966967699
School	07617966972475
School	07617966972483
School	07617966004972
School	07617966004980
School	07617966004998
School	07617966906713
School	07617966119234
School	07617966156715
School	07617966005003
School	07617966005011
School	07617966910582
School	07617966005029
School	07617960136903
School	07617966005037
School	07617960135434
School	07617966005045
School	07617966903991
School	07617966005052
School	08100826120208
School	08100820114116
School	08618206005375
School	08618206972285
School	08618206903736
School	08618206005391
School	08618206005409
School	08618206005417
School	08618206113013
School	08618206005425
School	08618206005433
School	08618206005441
School	08618206005458
School	08618206970677
School	08618206131288
School	09737837079320
School	09737836107486
School	09737836131304
School	09737836005490
School	09737836005623
School	09737836110498
School	09618386107361
School	09618386005466
School	09618380137919
School	09618380111724
School	09618386096614
School	09618386203715
School	09618386994487
School	09618380107227
School	09618380136200
School	09618380139006
School	09618387083868
School	09618387086846
School	09618386204622
School	09618386150031
School	09618386155725
School	09618386135776
School	09618380100024
School	09618386157952
School	09618386904163
School	09618380129965
School	09618386112361
School	09618386110456
School	09618386147763
School	09618386145254
School	09618386005474
School	09618466005482
School	09618460123125
School	09618466135784
School	09618466157986
School	09618466131296
School	09618467100233
School	09618466143200
School	09618466131320
School	09100906104434
School	09618536150619
School	09618797079403
School	09618790102251
School	09618796005508
School	09618796109698
School	09618876005516
School	09618876110167
School	09618956005524
School	09619036005532
School	09619036005540
School	09619036159297
School	09619036147029
School	09619030110155
School	09619036005557
School	09619037087786
School	09619036094700
School	09619036095301
School	09619036900872
School	09619036005573
School	09619116005581
School	09619116103857
School	09619297078926
School	09619296005599
School	09619296005607
School	09619296961494
School	09619296005615
School	09619296942023
School	09619296134225
School	09619296106678
School	09619290111781
School	09619296151641
School	09619297079205
School	09619297072374
School	09619450930198
School	09619456142442
School	09619456112569
School	09619456005631
School	09619456114664
School	09619526005649
School	09619526967715
School	09619526155428
School	09619526005656
School	09619526924625
School	09619526120638
School	09619526005664
School	09619527092166
School	09619526005672
School	09619606112908
School	09619606005680
School	09619600101998
School	09619606005698
School	09619606107437
School	09619786098693
School	09619786005706
School	09619786156996
School	09619786109441
School	09619780108258
School	09619786103527
School	09619780101519
School	09619786005714
School	09619866005722
School	10619946005730
School	10620000107896
School	10620186005755
School	10620266005763
School	10620266005771
School	10620266204010
School	10620346005789
School	10620426005797
School	10620596005805
School	10755986005813
School	10620676005813
School	10739656005789
School	10739650130690
School	10739650113993
School	10739656006654
School	10739656006662
School	10739650106476
School	10739656112775
School	10739656006910
School	10739656006944
School	10739656115521
School	10739650125682
School	10739656120521
School	10739656006951
School	10739656007389
School	10739656112023
School	10620916005821
School	10621096005839
School	10621176140404
School	10621176203004
School	10621170113563
School	10621176113575
School	10621176140511
School	10621176117550
School	10621176135818
School	10621170101949
School	10621176116313
School	10621176112304
School	10621176005847
School	10621176113583
School	10621176005854
School	10621176108088
School	10621176005862
School	10621176120091
School	10621176006639
School	10621176110258
School	10621176106660
School	10621170106419
School	10621170139766
School	10621176005870
School	10621176109920
School	10621176100408
School	10621176112742
School	10621176100887
School	10621176101984
School	10621176097026
School	10621176005896
School	10621176104624
School	10621176005888
School	10621176974018
School	10621176109235
School	10621176142384
School	10621170111153
School	10621176109243
School	10621176120083
School	10621170123869
School	10621176134241
School	10621176005904
School	10621176005912
School	10621176005920
School	10621176147771
School	10621176202337
School	10621176108096
School	10621170133314
School	10621176005938
School	10621176140818
School	10621170108142
School	10621256110217
School	10621256110209
School	10621256005953
School	10621256005961
School	10621256110225
School	10621256005979
School	10621256005987
School	10738096005995
School	10738096006001
School	10738096974075
School	10621586006027
School	10621586006035
School	10621586006043
School	10621586006050
School	10101086085112
School	10101080127514
School	10101080125260
School	10101080110387
School	10101086147805
School	10621666144836
School	10621666144968
School	10621666006068
School	10621660108118
School	10621666111256
School	10621666900880
School	10621660133942
School	10621660106740
School	10621666148100
School	10621666101091
School	10621666006076
School	10621666158059
School	10621666085112
School	10621666006092
School	10621666006100
School	10621666110910
School	10621666006118
School	10621666006126
School	10621666973937
School	10621666006142
School	10621666006159
School	10621666006175
School	10621666117477
School	10621660113811
School	10621666006183
School	10621666006191
School	10621666068704
School	10621666111249
School	10621666006209
School	10621666006217
School	10621666006225
School	10621666109961
School	10621666998215
School	10621666006233
School	10621666917736
School	10621666101109
School	10621666006241
School	10621666006258
School	10621666116602
School	10621666006266
School	10621666926299
School	10621666120125
School	10621666006274
School	10621666006167
School	10621666006282
School	10621666006290
School	10621666116651
School	10621666006308
School	10621666006316
School	10621666088546
School	10621666006324
School	10621666006332
School	10621666006340
School	10621666006357
School	10621666102016
School	10621666149801
School	10621666926281
School	10621666006365
School	10621666006373
School	10621666006381
School	10621666006399
School	10621666103832
School	10621660113829
School	10621666144869
School	10621666006407
School	10621666085120
School	10621666105746
School	10621667101942
School	10621660108100
School	10621660121533
School	10621666136592
School	10621666903546
School	10621666006415
School	10621666006423
School	10621666096069
School	10621666974026
School	10621666120703
School	10621666917751
School	10621666006431
School	10621666006449
School	10621666006456
School	10621666006464
School	10621666006472
School	10621666974042
School	10621666204994
School	10621666085138
School	10621666974059
School	10621666974067
School	10621666088934
School	10621666088942
School	10621666006498
School	10621666111231
School	10621666006506
School	10621666006514
School	10621666006522
School	10621660111633
School	10621660119339
School	10621666006530
School	10621666006548
School	10621660136150
School	10621666006555
School	10621666006563
School	10621666006571
School	10621666006589
School	10621666006597
School	10621666119176
School	10621826006639
School	10752266005755
School	10752266007355
School	10752266096853
School	10752266007363
School	10752346005805
School	10752346006647
School	10752346007223
School	10752346007397
School	10621906005805
School	10621906006647
School	10621906007223
School	10622086006654
School	10622166006662
School	10739997080799
School	10739990123596
School	10739997086713
School	10739996006688
School	10739996006670
School	10739996119978
School	10739996007371
School	10622246006688
School	10622246006670
School	10622246006696
School	10622650105692
School	10622656006738
School	10622656006753
School	10622656088959
School	10622656006787
School	10622656006803
School	10622656006795
School	10622656006811
School	10622656006837
School	10622656006845
School	10622650116657
School	10622656970743
School	10622650106815
School	10622656006878
School	10622657087356
School	10622406203988
School	10622401030303
School	10622406114805
School	10622406151039
School	10622400114587
School	10622406006704
School	10622406117287
School	10622407081482
School	10622406108328
School	10622400113142
School	10622406006712
School	10622406006720
School	10622736006886
School	10622816006902
School	10622996006910
School	10623076006936
School	10623076006944
School	10623076006951
School	10751276205710
School	10751276156988
School	10751276006969
School	10751270129163
School	10751276006985
School	10623156006969
School	10623156006977
School	10623156006985
School	10623236006993
School	10623310127175
School	10623316007009
School	10623496007017
School	10623566007025
School	10623646007058
School	10623646007041
School	10623646007033
School	10623640107409
School	10623726007066
School	10623800136499
School	10623800124982
School	10623800136754
School	10623800138354
School	10623806007074
School	10623800138347
School	10754086007090
School	10754086007082
School	10623986007090
School	10623986007082
School	10624226007223
School	10624146007108
School	10624146007116
School	10624146007124
School	10624146007132
School	10624146007140
School	10624146007157
School	10624146007165
School	10624146007173
School	10624146007181
School	10624146117865
School	10624140113043
School	10624146117873
School	10624146070023
School	10624146070007
School	10624146070015
School	10624140123463
School	10624146007199
School	10624146007215
School	10624146149686
School	10624306007231
School	10624306906762
School	10624306007256
School	10624306007264
School	10624306007272
School	10624306007280
School	10624306007298
School	10624306007322
School	10624306007314
School	10624306007330
School	10624306007348
School	10752756138309
School	10752756005755
School	10752756133466
School	10752756007355
School	10752750124586
School	10752756112544
School	10752756096853
School	10752756007363
School	10752756142871
School	10624486007355
School	10624486096853
School	10624486007363
School	10624716007371
School	10624896007389
School	10624976007397
School	10625136007405
School	10767786005748
School	10767780122770
School	10767786006605
School	10621746119432
School	10621741030865
School	10621741030915
School	10621746108021
School	10621741030857
School	10621746006621
School	10625390100214
School	10625391030881
School	10625396112387
School	10625396007413
School	10625396097737
School	10625396097745
School	10625470133454
School	10625470120535
School	10625470136523
School	10625470127159
School	10625476007421
School	10625470135103
School	11625546007439
School	11101160124909
School	11765626007447
School	11765626118079
School	11625966007454
School	11625960139550
School	11754816007470
School	11754816007488
School	11754810106252
School	11754817103625
School	11626126007470
School	11626126007488
School	11626126007496
School	11626386007504
School	11626466007512
School	11626466007520
School	11626466089262
School	11626466119218
School	11626466007538
School	11626536007546
School	11626536007553
School	11626536119200
School	11626616007561
School	11626616007579
School	11626616007587
School	11626616007595
School	11626616007603
School	11626616118475
School	12626796989925
School	12626796007678
School	12626796007637
School	12626796120562
School	12626796974091
School	12626790109975
School	12626796007645
School	12626790127266
School	12626790137653
School	12626796965974
School	12626796007652
School	12626796007660
School	12626796120612
School	12626790111708
School	12626956007686
School	12626951230168
School	12627036007694
School	12627116007702
School	12627116007900
School	12627296007710
School	12627376007728
School	12627456007736
School	12627456007744
School	12627526007751
School	12627526114706
School	12627526007769
School	12627526007777
School	12627526007785
School	12627526007793
School	12627526007801
School	12627526007819
School	12627526096564
School	12627526007827
School	12627526007835
School	12755156007751
School	12755156114706
School	12755156007769
School	12755156007777
School	12755156007785
School	12755156007793
School	12755156007801
School	12755156007819
School	12755156156087
School	12755156926307
School	12755156135842
School	12755156007827
School	12755156066633
School	12755156007835
School	12627786007843
School	12753746007843
School	12627946007850
School	12768026976021
School	12768026007868
School	12768026007876
School	12768026998231
School	12768026008130
School	12768020124164
School	12768026008148
School	12628286116289
School	12628286007884
School	12628366007892
School	12628516007918
School	12628696007926
School	12628856007942
School	12628936976047
School	12628936007959
School	12628936135826
School	12628936921019
School	12629016007967
School	12629016007983
School	12629016007975
School	12629016007991
School	12629016008007
School	12629196008015
School	12629276008023
School	12629356008031
School	12753826107874
School	12753826008049
School	12629436107866
School	12629436107874
School	12629436008049
School	12629436008254
School	12629506008056
School	12629500120816
School	12629506008064
School	12629506008072
School	12629506141030
School	12629686008080
School	12629766008098
School	12629766141568
School	12629760115154
School	12630086008114
School	12630086008122
School	12630167090343
School	12630246008155
School	12630320111203
School	12630326131353
School	12630326008163
School	12630320124289
School	12630326008171
School	12630406008221
School	12630406008197
School	12630406101893
School	12630406008189
School	12630406008205
School	12630406008213
School	12630406977995
School	12630406008239
School	12630576008247
School	13630736008262
School	13630736910715
School	13630736008288
School	13630736008270
School	13630736008296
School	13630736008304
School	13630736098461
School	13630736008312
School	13630736970685
School	13630736008320
School	13630996106975
School	13630990113985
School	13630996008346
School	13630996008353
School	13630996008361
School	13630996099485
School	13630996008387
School	13630996968226
School	13630996008379
School	13631076103535
School	13631076008403
School	13631230118455
School	13631236147847
School	13631236200083
School	13631236008411
School	13631236008429
School	13631230118778
School	13631236955306
School	13631236008437
School	13631230121855
School	13631230122663
School	13631236008445
School	13631236008452
School	13631236008460
School	13631236108823
School	13631236008478
School	13631236145577
School	13631236967764
School	13631236113658
School	13631236008486
School	13631236008494
School	13631310124149
School	13631310135657
School	13631316008502
School	13631316096689
School	13631496008510
School	13631496008536
School	13631496008544
School	13631646008551
School	13631640138917
School	13631646117808
School	13631646131361
School	13631646008577
School	13631726008585
School	13631806141717
School	13631806008593
School	13631986008619
School	13632066008627
School	13632146008635
School	13632226008643
School	13632307061237
School	13632306008650
School	14632486008692
School	14766876974109
School	14766876008726
School	14766876153092
School	14766870110031
School	14766870118299
School	14766876070783
School	14632556008718
School	14632551430057
School	14632716008734
School	14632716008742
School	14632716008759
School	14632896008767
School	14632896008775
School	14632890112151
School	14632896008783
School	14632976008791
School	14633056008809
School	15633136110464
School	15633130113027
School	15633136008833
School	15633217101520
School	15633217096886
School	15633216008908
School	15633216933980
School	15633216116719
School	15633216009138
School	15633216205124
School	15633216141261
School	15633216008858
